lat_round,lon_round,date,temp_max,temp_min,temp_mean,precipitation,rain,humidity
-0.4,32.3,2015-07-13,23.6,22.0,23.2,0.0,0.0,63
-0.4,32.3,2015-07-14,24.1,20.6,22.9,0.1,0.1,67
-0.4,32.3,2015-07-15,24.8,20.7,23.6,0.1,0.1,62
-0.4,32.3,2015-07-16,24.0,23.0,23.6,0.0,0.0,61
-0.4,32.3,2015-07-17,24.7,20.8,23.5,0.0,0.0,66
-0.4,32.3,2015-07-18,24.3,21.2,23.4,0.0,0.0,70
-0.4,32.3,2015-07-19,25.2,21.0,23.1,2.7,2.7,74
-0.4,32.3,2015-07-20,24.6,20.6,22.2,9.1,9.1,76
-0.4,32.3,2015-07-21,24.4,20.6,23.1,0.0,0.0,66
-0.4,32.3,2015-07-22,24.2,19.5,22.0,3.5,3.5,77
-0.4,32.3,2015-07-23,24.5,20.4,22.4,3.5,3.5,72
-0.4,32.3,2015-07-24,23.4,21.1,22.3,0.8,0.8,77
-0.4,32.3,2015-07-25,23.5,21.5,22.8,2.1,2.1,75
-0.4,32.3,2015-07-26,23.5,20.8,22.5,4.4,4.4,78
-0.4,32.3,2015-07-27,24.3,21.5,23.1,0.9,0.9,77
-0.4,32.3,2015-07-28,24.4,20.7,23.0,2.2,2.2,74
-0.4,32.3,2015-07-29,23.5,20.3,22.3,6.9,6.9,77
-0.4,32.3,2015-07-30,22.5,20.2,21.6,5.4,5.4,80
-0.4,32.3,2015-07-31,23.2,20.3,21.8,3.9,3.9,80
-0.4,32.3,2015-08-01,23.8,20.6,22.7,1.3,1.3,78
-0.4,32.3,2015-08-02,24.4,20.6,22.0,16.0,16.0,81
-0.4,32.3,2015-08-03,23.9,20.3,22.3,5.9,5.9,76
-0.4,32.3,2015-08-04,23.8,21.0,22.8,2.0,2.0,73
-0.4,32.3,2015-08-05,24.2,20.4,22.5,4.8,4.8,73
-0.4,32.3,2015-08-06,22.9,20.5,21.9,8.4,8.4,81
-0.4,32.3,2015-08-07,23.9,20.1,22.6,2.4,2.4,72
-0.4,32.3,2015-08-08,24.2,21.9,23.4,0.3,0.3,64
-0.4,32.3,2015-08-09,23.8,19.7,21.9,2.4,2.4,75
-0.4,32.3,2015-08-10,23.4,20.3,22.2,2.5,2.5,79
-0.4,32.3,2015-08-11,24.9,21.1,23.3,0.0,0.0,71
-0.4,32.3,2015-08-12,24.4,22.7,23.8,1.0,1.0,68
-0.4,32.3,2015-08-13,24.8,22.0,23.5,0.6,0.6,70
-0.4,32.3,2015-08-14,25.0,21.3,23.3,1.0,1.0,75
-0.4,32.3,2015-08-15,25.0,21.3,23.0,7.0,7.0,80
-0.4,32.3,2015-08-16,25.0,21.3,23.6,1.7,1.7,66
-0.4,32.3,2015-08-17,25.1,22.9,23.6,0.0,0.0,58
-0.4,32.3,2015-08-18,24.2,21.3,23.3,0.0,0.0,61
-0.4,32.3,2015-08-19,24.4,21.8,23.4,0.2,0.2,71
-0.4,32.3,2015-08-20,24.6,22.0,23.7,0.4,0.4,74
-0.4,32.3,2015-08-21,25.0,22.0,23.9,6.1,6.1,74
-0.4,32.3,2015-08-22,25.0,21.4,23.5,2.5,2.5,70
-0.4,32.3,2015-08-23,24.6,21.9,23.7,0.0,0.0,62
-0.4,32.3,2015-08-24,24.3,22.2,23.4,0.0,0.0,57
-0.4,32.3,2015-08-25,23.7,20.9,22.9,0.0,0.0,63
-0.4,32.3,2015-08-26,24.6,21.2,23.2,0.1,0.1,65
-0.4,32.3,2015-08-27,25.0,20.7,23.1,0.1,0.1,69
-0.4,32.3,2015-08-28,25.1,21.7,23.6,0.9,0.9,68
-0.4,32.3,2015-08-29,25.0,20.7,23.1,2.3,2.3,72
-0.4,32.3,2015-08-30,23.7,21.0,22.5,4.0,4.0,79
-0.4,32.3,2015-08-31,24.7,21.2,23.3,1.1,1.1,77
-0.4,32.3,2015-09-01,24.6,21.3,22.8,4.4,4.4,79
-0.4,32.3,2015-09-02,24.3,20.4,22.7,6.7,6.7,79
-0.4,32.3,2015-09-03,24.2,20.7,23.0,4.0,4.0,80
-0.4,32.3,2015-09-04,23.4,20.4,22.3,6.7,6.7,82
-0.4,32.3,2015-09-05,23.6,21.1,22.4,6.3,6.3,79
-0.4,32.3,2015-09-06,23.8,20.8,22.5,6.5,6.5,77
-0.4,32.3,2015-09-07,24.5,20.6,22.9,0.2,0.2,74
-0.4,32.3,2015-09-08,24.0,20.6,22.1,8.1,8.1,81
-0.4,32.3,2015-09-09,24.7,20.8,23.2,5.2,5.2,75
-0.4,32.3,2015-09-10,25.3,20.9,23.1,6.8,6.8,76
-0.4,32.3,2015-09-11,24.7,21.4,22.9,5.3,5.3,77
-0.4,32.3,2015-09-12,24.0,21.7,23.1,3.3,3.3,77
-0.4,32.3,2015-09-13,25.2,21.0,22.9,6.7,6.7,76
-0.4,32.3,2015-09-14,25.7,22.3,24.4,1.4,1.4,65
-0.4,32.3,2015-09-15,25.6,22.1,23.9,1.0,1.0,69
-0.4,32.3,2015-09-16,24.6,21.4,22.5,7.3,7.3,78
-0.4,32.3,2015-09-17,25.6,21.3,23.6,1.1,1.1,74
-0.4,32.3,2015-09-18,24.7,21.3,23.1,5.1,5.1,79
-0.4,32.3,2015-09-19,24.9,22.3,23.5,2.5,2.5,80
-0.4,32.3,2015-09-20,25.9,22.7,24.3,1.2,1.2,72
-0.4,32.3,2015-09-21,25.2,22.0,23.7,1.3,1.3,67
-0.4,32.3,2015-09-22,24.9,21.4,23.5,0.0,0.0,69
-0.4,32.3,2015-09-23,24.5,22.7,23.5,1.5,1.5,73
-0.4,32.3,2015-09-24,25.1,21.1,23.2,10.3,10.3,77
-0.4,32.3,2015-09-25,24.4,20.8,23.0,7.1,7.1,77
-0.4,32.3,2015-09-26,24.4,21.1,23.1,7.9,7.9,77
-0.4,32.3,2015-09-27,23.9,21.0,23.0,4.9,4.9,79
-0.4,32.3,2015-09-28,23.9,21.0,22.8,2.6,2.6,80
-0.4,32.3,2015-09-29,25.6,22.1,24.0,0.0,0.0,74
-0.4,32.3,2015-09-30,26.0,22.6,24.4,1.1,1.1,75
-0.4,32.3,2015-10-01,24.8,21.6,23.8,3.0,3.0,79
-0.4,32.3,2015-10-02,24.6,21.4,22.9,12.0,12.0,80
-0.4,32.3,2015-10-03,24.2,21.2,22.8,10.2,10.2,80
-0.4,32.3,2015-10-04,25.9,21.3,24.0,3.0,3.0,73
-0.4,32.3,2015-10-05,25.4,21.2,23.7,5.6,5.6,73
-0.4,32.3,2015-10-06,25.6,22.0,23.9,0.4,0.4,66
-0.4,32.3,2015-10-07,26.2,22.1,25.1,0.4,0.4,61
-0.4,32.3,2015-10-08,25.5,23.7,24.8,0.4,0.4,63
-0.4,32.3,2015-10-09,25.5,21.8,23.5,8.2,8.2,76
-0.4,32.3,2015-10-10,25.4,20.8,22.8,12.9,12.9,79
-0.4,32.3,2015-10-11,25.4,21.1,23.0,6.3,6.3,77
-0.4,32.3,2015-10-12,25.5,22.0,23.0,4.8,4.8,77
-0.4,32.3,2015-10-13,24.8,22.2,23.3,3.8,3.8,77
-0.4,32.3,2015-10-14,24.7,21.6,23.1,7.2,7.2,79
-0.4,32.3,2015-10-15,25.6,22.2,23.5,4.3,4.3,77
-0.4,32.3,2015-10-16,24.9,22.6,23.6,1.5,1.5,79
-0.4,32.3,2015-10-17,24.3,20.9,23.0,9.5,9.5,79
-0.4,32.3,2015-10-18,23.3,20.2,22.0,19.3,19.3,83
-0.4,32.3,2015-10-19,23.8,21.7,22.6,5.4,5.4,80
-0.4,32.3,2015-10-20,24.2,21.2,22.5,4.9,4.9,81
-0.4,32.3,2015-10-21,24.5,21.5,23.0,1.9,1.9,81
-0.4,32.3,2015-10-22,24.7,21.5,23.3,4.0,4.0,74
-0.4,32.3,2015-10-23,23.9,20.7,22.5,10.7,10.7,80
-0.4,32.3,2015-10-24,23.3,20.1,22.0,14.8,14.8,81
-0.4,32.3,2015-10-25,23.8,20.5,22.1,9.7,9.7,79
-0.4,32.3,2015-10-26,23.8,20.6,22.4,8.1,8.1,80
-0.4,32.3,2015-10-27,24.0,21.2,22.6,6.4,6.4,81
-0.4,32.3,2015-10-28,23.5,20.9,22.3,9.3,9.3,81
-0.4,32.3,2015-10-29,22.7,20.2,21.8,24.1,24.1,81
-0.4,32.3,2015-10-30,23.2,20.1,21.7,5.5,5.5,81
-0.4,32.3,2015-10-31,22.9,19.7,21.5,10.9,10.9,84
-0.4,32.3,2015-11-01,23.2,20.4,22.1,6.1,6.1,82
-0.4,32.3,2015-11-02,24.3,21.0,22.8,5.3,5.3,78
-0.4,32.3,2015-11-03,24.3,22.2,23.2,1.5,1.5,76
-0.4,32.3,2015-11-04,23.1,20.2,21.8,30.1,30.1,80
-0.4,32.3,2015-11-05,22.7,19.9,21.9,10.5,10.5,79
-0.4,32.3,2015-11-06,23.2,20.4,22.0,4.1,4.1,81
-0.4,32.3,2015-11-07,23.8,20.3,21.7,20.1,20.1,82
-0.4,32.3,2015-11-08,23.1,20.2,21.6,8.8,8.8,84
-0.4,32.3,2015-11-09,23.0,20.6,21.8,11.5,11.5,82
-0.4,32.3,2015-11-10,23.3,19.1,21.5,8.8,8.8,82
-0.4,32.3,2015-11-11,23.0,20.5,21.7,3.8,3.8,81
-0.4,32.3,2015-11-12,23.4,20.8,22.4,0.0,0.0,77
-0.4,32.3,2015-11-13,24.3,20.9,22.5,6.7,6.7,79
-0.4,32.3,2015-11-14,24.3,20.9,22.6,5.2,5.2,80
-0.4,32.3,2015-11-15,23.7,20.9,22.6,9.6,9.6,81
-0.4,32.3,2015-11-16,22.8,20.4,21.6,21.9,21.9,83
-0.4,32.3,2015-11-17,22.6,20.4,21.3,3.0,3.0,73
-0.4,32.3,2015-11-18,23.7,20.1,22.1,0.6,0.6,75
-0.4,32.3,2015-11-19,23.5,20.3,21.8,12.3,12.3,82
-0.4,32.3,2015-11-20,24.4,20.1,22.4,8.3,8.3,80
-0.4,32.3,2015-11-21,24.4,20.7,22.1,8.3,8.3,82
-0.4,32.3,2015-11-22,23.1,20.3,21.8,13.0,13.0,83
-0.4,32.3,2015-11-23,24.4,21.9,23.7,1.3,1.3,72
-0.4,32.3,2015-11-24,24.3,21.3,23.2,2.0,2.0,77
-0.4,32.3,2015-11-25,24.2,21.3,22.8,4.8,4.8,81
-0.4,32.3,2015-11-26,24.0,21.2,22.4,8.9,8.9,81
-0.4,32.3,2015-11-27,22.1,19.8,21.0,29.4,29.4,82
-0.4,32.3,2015-11-28,23.3,19.9,21.9,0.0,0.0,74
-0.4,32.3,2015-11-29,23.4,20.2,22.0,19.1,19.1,81
-0.4,32.3,2015-11-30,22.3,20.0,21.2,56.2,56.2,85
-0.4,32.3,2015-12-01,23.5,19.7,21.8,8.1,8.1,82
-0.4,32.3,2015-12-02,23.1,20.6,21.8,6.6,6.6,83
-0.4,32.3,2015-12-03,23.1,20.2,21.7,10.1,10.1,85
-0.4,32.3,2015-12-04,23.8,20.8,22.3,6.2,6.2,81
-0.4,32.3,2015-12-05,23.4,20.5,21.9,5.0,5.0,82
-0.4,32.3,2015-12-06,23.9,19.9,22.4,6.3,6.3,79
-0.4,32.3,2015-12-07,24.1,21.3,22.8,4.8,4.8,80
-0.4,32.3,2015-12-08,23.7,21.4,22.5,5.0,5.0,82
-0.4,32.3,2015-12-09,24.0,20.1,22.5,4.4,4.4,81
-0.4,32.3,2015-12-10,23.4,20.9,22.1,9.6,9.6,83
-0.4,32.3,2015-12-11,24.1,20.9,22.5,4.5,4.5,80
-0.4,32.3,2015-12-12,24.1,20.6,22.6,9.1,9.1,79
-0.4,32.3,2015-12-13,25.6,20.2,23.6,2.2,2.2,71
-0.4,32.3,2015-12-14,24.5,22.3,23.6,0.7,0.7,64
-0.4,32.3,2015-12-15,24.0,21.7,22.9,1.1,1.1,65
-0.4,32.3,2015-12-16,24.6,21.5,22.9,0.2,0.2,70
-0.4,32.3,2015-12-17,24.7,21.1,22.1,8.3,8.3,75
-0.4,32.3,2015-12-18,23.5,19.6,22.2,8.8,8.8,79
-0.4,32.3,2015-12-19,23.0,20.0,21.7,12.8,12.8,82
-0.4,32.3,2015-12-20,23.9,20.9,21.9,7.9,7.9,81
-0.4,32.3,2015-12-21,23.8,20.3,21.8,6.7,6.7,82
-0.4,32.3,2015-12-22,23.9,19.7,22.7,7.5,7.5,79
-0.4,32.3,2015-12-23,23.9,21.2,22.7,7.4,7.4,79
-0.4,32.3,2015-12-24,24.5,21.7,22.8,6.6,6.6,79
-0.4,32.3,2015-12-25,23.9,21.5,23.1,1.5,1.5,77
-0.4,32.3,2015-12-26,24.2,20.5,22.6,5.2,5.2,80
-0.4,32.3,2015-12-27,24.8,21.0,22.9,7.8,7.8,78
-0.4,32.3,2015-12-28,24.8,20.8,22.5,10.3,10.3,81
-0.4,32.3,2015-12-29,24.5,21.1,23.1,8.9,8.9,79
-0.4,32.3,2015-12-30,25.1,21.9,23.8,1.3,1.3,75
-0.4,32.3,2015-12-31,25.9,22.1,24.7,0.4,0.4,72
-0.4,32.3,2016-01-01,26.8,23.1,25.0,1.3,1.3,69
-0.4,32.3,2016-01-02,25.9,22.3,24.4,3.1,3.1,76
-0.4,32.3,2016-01-03,26.7,23.6,25.3,0.6,0.6,70
-0.4,32.3,2016-01-04,26.7,22.8,24.4,3.0,3.0,75
-0.4,32.3,2016-01-05,25.3,23.0,24.3,3.7,3.7,76
-0.4,32.3,2016-01-06,26.0,21.8,23.9,5.6,5.6,79
-0.4,32.3,2016-01-07,25.7,21.8,24.4,3.1,3.1,76
-0.4,32.3,2016-01-08,25.8,21.8,24.6,3.2,3.2,75
-0.4,32.3,2016-01-09,25.5,21.9,24.0,8.3,8.3,79
-0.4,32.3,2016-01-10,24.6,21.8,23.2,11.7,11.7,81
-0.4,32.3,2016-01-11,23.6,20.7,22.3,17.0,17.0,83
-0.4,32.3,2016-01-12,24.2,21.0,22.7,10.4,10.4,81
-0.4,32.3,2016-01-13,25.5,21.7,23.2,1.9,1.9,77
-0.4,32.3,2016-01-14,24.3,21.2,22.9,7.4,7.4,79
-0.4,32.3,2016-01-15,24.0,21.2,22.6,7.8,7.8,82
-0.4,32.3,2016-01-16,25.2,21.4,23.0,2.4,2.4,81
-0.4,32.3,2016-01-17,25.5,22.2,24.0,5.0,5.0,76
-0.4,32.3,2016-01-18,24.5,21.2,23.0,8.2,8.2,78
-0.4,32.3,2016-01-19,24.3,21.1,22.8,14.1,14.1,73
-0.4,32.3,2016-01-20,24.1,21.6,23.2,2.2,2.2,76
-0.4,32.3,2016-01-21,24.3,21.1,22.8,10.1,10.1,79
-0.4,32.3,2016-01-22,24.5,21.6,23.0,7.1,7.1,81
-0.4,32.3,2016-01-23,25.6,21.8,23.9,2.2,2.2,74
-0.4,32.3,2016-01-24,24.5,21.1,23.2,20.9,20.9,80
-0.4,32.3,2016-01-25,24.9,21.1,23.7,2.2,2.2,76
-0.4,32.3,2016-01-26,26.4,22.1,24.7,1.4,1.4,64
-0.4,32.3,2016-01-27,26.5,22.4,24.8,0.3,0.3,57
-0.4,32.3,2016-01-28,25.4,23.0,24.1,0.0,0.0,55
-0.4,32.3,2016-01-29,26.4,22.0,24.4,0.0,0.0,49
-0.4,32.3,2016-01-30,25.9,21.5,24.1,0.0,0.0,52
-0.4,32.3,2016-01-31,25.2,22.3,23.9,0.9,0.9,69
-0.4,32.3,2016-02-01,26.8,22.5,25.2,1.9,1.9,63
-0.4,32.3,2016-02-02,25.7,22.2,24.2,3.4,3.4,74
-0.4,32.3,2016-02-03,24.7,21.9,23.7,3.4,3.4,75
-0.4,32.3,2016-02-04,25.9,22.2,24.3,0.2,0.2,71
-0.4,32.3,2016-02-05,26.8,23.5,25.2,0.5,0.5,68
-0.4,32.3,2016-02-06,26.5,22.8,25.4,0.2,0.2,70
-0.4,32.3,2016-02-07,25.9,23.8,25.1,1.0,1.0,73
-0.4,32.3,2016-02-08,25.8,21.6,24.8,2.6,2.6,76
-0.4,32.3,2016-02-09,26.8,22.9,25.3,1.3,1.3,66
-0.4,32.3,2016-02-10,26.6,23.3,25.4,1.0,1.0,70
-0.4,32.3,2016-02-11,26.9,23.1,25.5,2.8,2.8,69
-0.4,32.3,2016-02-12,25.8,22.6,24.7,2.8,2.8,73
-0.4,32.3,2016-02-13,26.7,21.6,24.9,8.2,8.2,73
-0.4,32.3,2016-02-14,27.3,22.4,24.9,4.4,4.4,74
-0.4,32.3,2016-02-15,25.4,22.1,24.4,3.7,3.7,74
-0.4,32.3,2016-02-16,26.5,23.5,25.5,1.6,1.6,67
-0.4,32.3,2016-02-17,26.8,25.0,25.8,0.2,0.2,63
-0.4,32.3,2016-02-18,27.1,23.3,26.0,0.3,0.3,61
-0.4,32.3,2016-02-19,26.5,21.3,24.8,9.7,9.7,74
-0.4,32.3,2016-02-20,26.0,22.5,24.3,7.9,7.9,76
-0.4,32.3,2016-02-21,25.5,21.6,24.4,7.7,7.7,76
-0.4,32.3,2016-02-22,25.4,24.1,24.7,0.0,0.0,76
-0.4,32.3,2016-02-23,26.9,24.1,25.3,0.6,0.6,74
-0.4,32.3,2016-02-24,26.5,24.8,26.0,0.5,0.5,68
-0.4,32.3,2016-02-25,26.7,24.3,25.5,1.3,1.3,63
-0.4,32.3,2016-02-26,26.8,23.6,25.6,0.2,0.2,70
-0.4,32.3,2016-02-27,26.9,22.9,24.5,9.2,9.2,76
-0.4,32.3,2016-02-28,25.4,22.3,24.2,3.2,3.2,79
-0.4,32.3,2016-02-29,27.0,23.9,25.7,2.7,2.7,69
-0.4,32.3,2016-03-01,27.0,23.8,25.6,3.2,3.2,70
-0.4,32.3,2016-03-02,26.9,22.8,25.5,2.5,2.5,71
-0.4,32.3,2016-03-03,26.4,22.5,24.8,5.1,5.1,73
-0.4,32.3,2016-03-04,25.5,22.3,24.5,5.2,5.2,77
-0.4,32.3,2016-03-05,27.0,23.8,25.8,1.3,1.3,69
-0.4,32.3,2016-03-06,27.0,25.0,26.3,0.8,0.8,65
-0.4,32.3,2016-03-07,27.6,24.6,26.1,0.8,0.8,67
-0.4,32.3,2016-03-08,27.8,22.7,24.4,6.3,6.3,74
-0.4,32.3,2016-03-09,24.6,20.9,23.0,21.9,21.9,80
-0.4,32.3,2016-03-10,24.9,22.6,23.8,1.9,1.9,75
-0.4,32.3,2016-03-11,25.5,22.7,24.3,1.3,1.3,77
-0.4,32.3,2016-03-12,25.7,21.7,24.2,6.5,6.5,78
-0.4,32.3,2016-03-13,26.6,24.4,25.3,0.4,0.4,72
-0.4,32.3,2016-03-14,26.8,24.0,26.0,0.2,0.2,65
-0.4,32.3,2016-03-15,27.0,24.3,25.9,0.2,0.2,67
-0.4,32.3,2016-03-16,26.6,24.6,25.9,0.9,0.9,70
-0.4,32.3,2016-03-17,26.8,22.0,24.9,3.5,3.5,72
-0.4,32.3,2016-03-18,25.4,21.1,23.3,21.5,21.5,79
-0.4,32.3,2016-03-19,27.0,24.2,25.6,0.0,0.0,71
-0.4,32.3,2016-03-20,26.7,24.1,25.6,0.0,0.0,71
-0.4,32.3,2016-03-21,26.6,22.1,24.7,7.4,7.4,77
-0.4,32.3,2016-03-22,25.8,22.2,24.5,5.2,5.2,75
-0.4,32.3,2016-03-23,25.1,22.0,23.8,5.8,5.8,79
-0.4,32.3,2016-03-24,25.3,21.1,23.9,14.5,14.5,78
-0.4,32.3,2016-03-25,25.3,23.4,24.5,3.6,3.6,77
-0.4,32.3,2016-03-26,27.6,24.7,26.2,0.1,0.1,66
-0.4,32.3,2016-03-27,26.4,23.2,25.5,2.6,2.6,74
-0.4,32.3,2016-03-28,25.8,23.2,24.8,2.2,2.2,77
-0.4,32.3,2016-03-29,26.0,24.2,24.9,2.9,2.9,75
-0.4,32.3,2016-03-30,25.6,22.8,24.6,4.7,4.7,77
-0.4,32.3,2016-03-31,25.8,22.8,24.7,2.8,2.8,76
-0.4,32.3,2016-04-01,25.4,21.2,22.8,101.9,101.9,85
-0.4,32.3,2016-04-02,24.5,22.9,23.8,0.8,0.8,77
-0.4,32.3,2016-04-03,23.8,20.7,21.9,54.7,54.7,86
-0.4,32.3,2016-04-04,23.5,21.4,22.8,8.7,8.7,77
-0.4,32.3,2016-04-05,24.9,22.4,23.9,0.7,0.7,73
-0.4,32.3,2016-04-06,25.5,22.8,24.3,1.4,1.4,77
-0.4,32.3,2016-04-07,24.1,21.6,23.0,22.6,22.6,82
-0.4,32.3,2016-04-08,24.3,21.0,23.1,16.9,16.9,81
-0.4,32.3,2016-04-09,24.2,22.1,23.5,1.6,1.6,79
-0.4,32.3,2016-04-10,24.4,21.2,23.2,13.7,13.7,81
-0.4,32.3,2016-04-11,24.5,21.2,23.1,20.9,20.9,82
-0.4,32.3,2016-04-12,24.8,21.5,23.1,14.5,14.5,83
-0.4,32.3,2016-04-13,24.7,21.5,22.9,20.7,20.7,84
-0.4,32.3,2016-04-14,23.5,21.4,22.3,19.7,19.7,84
-0.4,32.3,2016-04-15,24.5,21.4,23.0,9.0,9.0,83
-0.4,32.3,2016-04-16,24.5,21.2,22.4,21.5,21.5,84
-0.4,32.3,2016-04-17,23.2,20.8,22.1,23.3,23.3,84
-0.4,32.3,2016-04-18,23.0,20.8,21.9,15.1,15.1,84
-0.4,32.3,2016-04-19,23.5,21.1,22.4,6.9,6.9,81
-0.4,32.3,2016-04-20,25.0,21.3,23.6,0.2,0.2,75
-0.4,32.3,2016-04-21,25.2,22.0,24.0,0.2,0.2,76
-0.4,32.3,2016-04-22,24.3,22.4,23.3,5.7,5.7,81
-0.4,32.3,2016-04-23,24.3,22.1,23.4,3.8,3.8,81
-0.4,32.3,2016-04-24,24.3,21.7,23.3,13.1,13.1,81
-0.4,32.3,2016-04-25,23.7,21.5,22.5,17.3,17.3,84
-0.4,32.3,2016-04-26,23.7,21.1,22.5,18.3,18.3,81
-0.4,32.3,2016-04-27,23.5,22.2,22.8,0.5,0.5,76
-0.4,32.3,2016-04-28,23.3,20.9,22.3,11.4,11.4,82
-0.4,32.3,2016-04-29,23.8,21.3,22.5,3.4,3.4,82
-0.4,32.3,2016-04-30,23.4,20.9,22.4,11.3,11.3,83
-0.4,32.3,2016-05-01,23.0,20.4,21.8,30.2,30.2,83
-0.4,32.3,2016-05-02,24.4,22.1,23.5,0.2,0.2,74
-0.4,32.3,2016-05-03,23.8,21.1,22.7,7.6,7.6,80
-0.4,32.3,2016-05-04,24.3,21.1,23.3,3.2,3.2,78
-0.4,32.3,2016-05-05,24.0,21.8,23.2,1.3,1.3,80
-0.4,32.3,2016-05-06,23.7,20.6,22.1,8.0,8.0,82
-0.4,32.3,2016-05-07,23.3,20.9,22.3,2.4,2.4,81
-0.4,32.3,2016-05-08,23.5,21.2,22.6,4.7,4.7,81
-0.4,32.3,2016-05-09,23.8,20.9,22.7,9.3,9.3,81
-0.4,32.3,2016-05-10,23.7,21.9,23.2,1.9,1.9,71
-0.4,32.3,2016-05-11,23.1,21.4,22.5,3.3,3.3,79
-0.4,32.3,2016-05-12,23.7,21.3,22.6,7.2,7.2,79
-0.4,32.3,2016-05-13,25.0,21.1,23.7,0.6,0.6,71
-0.4,32.3,2016-05-14,24.5,21.9,23.5,3.0,3.0,77
-0.4,32.3,2016-05-15,23.9,21.1,23.0,5.7,5.7,80
-0.4,32.3,2016-05-16,24.4,21.6,23.2,2.8,2.8,77
-0.4,32.3,2016-05-17,25.0,22.1,24.0,1.1,1.1,67
-0.4,32.3,2016-05-18,25.0,22.2,24.0,0.2,0.2,68
-0.4,32.3,2016-05-19,25.2,23.6,24.4,0.4,0.4,63
-0.4,32.3,2016-05-20,24.3,21.1,23.5,1.6,1.6,71
-0.4,32.3,2016-05-21,24.4,23.1,23.8,0.2,0.2,66
-0.4,32.3,2016-05-22,24.3,22.1,23.4,0.3,0.3,69
-0.4,32.3,2016-05-23,24.3,22.3,23.5,0.6,0.6,72
-0.4,32.3,2016-05-24,24.9,21.3,23.4,1.8,1.8,75
-0.4,32.3,2016-05-25,24.6,20.9,23.4,3.4,3.4,73
-0.4,32.3,2016-05-26,23.9,20.7,22.6,3.9,3.9,75
-0.4,32.3,2016-05-27,24.0,21.5,22.9,4.4,4.4,77
-0.4,32.3,2016-05-28,24.6,20.9,23.4,2.7,2.7,76
-0.4,32.3,2016-05-29,24.6,21.0,23.6,4.7,4.7,74
-0.4,32.3,2016-05-30,24.7,20.7,23.1,4.7,4.7,78
-0.4,32.3,2016-05-31,24.0,21.0,22.8,3.2,3.2,78
-0.4,32.3,2016-06-01,24.5,21.3,23.5,2.3,2.3,76
-0.4,32.3,2016-06-02,24.9,21.3,23.4,2.2,2.2,75
-0.4,32.3,2016-06-03,25.2,21.8,24.0,0.4,0.4,71
-0.4,32.3,2016-06-04,25.2,21.7,24.2,1.3,1.3,70
-0.4,32.3,2016-06-05,25.1,22.2,23.8,2.3,2.3,72
-0.4,32.3,2016-06-06,25.0,22.5,23.9,1.5,1.5,67
-0.4,32.3,2016-06-07,24.1,22.0,23.5,0.4,0.4,66
-0.4,32.3,2016-06-08,24.3,22.9,23.7,0.0,0.0,63
-0.4,32.3,2016-06-09,24.4,23.5,23.9,0.0,0.0,62
-0.4,32.3,2016-06-10,24.1,22.6,23.7,0.0,0.0,66
-0.4,32.3,2016-06-11,24.1,22.0,23.5,0.0,0.0,67
-0.4,32.3,2016-06-12,24.4,21.8,23.3,0.1,0.1,71
-0.4,32.3,2016-06-13,24.3,22.0,23.6,0.3,0.3,68
-0.4,32.3,2016-06-14,24.3,23.0,23.9,0.0,0.0,64
-0.4,32.3,2016-06-15,24.7,22.1,23.3,0.8,0.8,69
-0.4,32.3,2016-06-16,24.2,20.1,23.0,3.1,3.1,69
-0.4,32.3,2016-06-17,24.3,20.8,22.1,2.9,2.9,75
-0.4,32.3,2016-06-18,22.5,20.1,21.6,5.1,5.1,78
-0.4,32.3,2016-06-19,23.7,20.4,22.4,2.2,2.2,72
-0.4,32.3,2016-06-20,23.4,19.7,22.2,4.0,4.0,73
-0.4,32.3,2016-06-21,23.1,19.9,21.4,7.9,7.9,80
-0.4,32.3,2016-06-22,21.8,20.0,20.9,6.6,6.6,81
-0.4,32.3,2016-06-23,23.2,19.7,21.7,6.4,6.4,76
-0.4,32.3,2016-06-24,23.7,22.4,23.1,0.0,0.0,62
-0.4,32.3,2016-06-25,23.1,21.6,22.6,0.1,0.1,66
-0.4,32.3,2016-06-26,23.2,21.3,22.6,0.6,0.6,67
-0.4,32.3,2016-06-27,23.7,22.4,22.9,0.0,0.0,64
-0.4,32.3,2016-06-28,23.6,21.4,23.1,0.0,0.0,59
-0.4,32.3,2016-06-29,23.2,20.1,22.5,0.0,0.0,62
-0.4,32.3,2016-06-30,23.1,21.3,22.7,0.0,0.0,62
-0.4,32.3,2016-07-01,23.4,20.2,22.5,0.0,0.0,65
-0.4,32.3,2016-07-02,24.0,19.7,22.9,0.0,0.0,68
-0.4,32.3,2016-07-03,24.7,20.2,22.9,0.1,0.1,70
-0.4,32.3,2016-07-04,24.8,21.4,23.1,0.4,0.4,65
-0.4,32.3,2016-07-05,24.2,22.9,23.5,0.0,0.0,58
-0.4,32.3,2016-07-06,23.9,22.8,23.3,0.0,0.0,57
-0.4,32.3,2016-07-07,23.8,21.3,22.9,0.0,0.0,65
-0.4,32.3,2016-07-08,23.4,20.6,22.4,2.7,2.7,73
-0.4,32.3,2016-07-09,23.7,21.6,23.1,0.0,0.0,63
-0.4,32.3,2016-07-10,24.1,22.8,23.2,0.0,0.0,61
-0.4,32.3,2016-07-11,23.9,22.4,23.1,0.0,0.0,60
-0.4,32.3,2016-07-12,23.9,21.3,22.8,0.0,0.0,62
-0.4,32.3,2016-07-13,23.1,21.1,22.3,0.3,0.3,67
